Date,Item Name,Quantity Sold (kilo),Sales_count,Discount (Yes/No),Unit Selling Price (RMB/kg),monthOfyear
2020-10-08,Qinggengsanhua,29.772,44,0,6.0,10
2020-10-08,Shanghaiqing,8.289,20,0,10.0,10
2020-10-08,Spinach,9.215,27,0,12.0,10
2020-10-08,Xixia Mushroom (1),14.098,58,0,19.8,10
2020-10-08,Yunnan Lettuces,5.845,15,0,12.0,10
2020-10-08,Yunnan Shengcai,26.538,71,0,10.0,10
2020-10-09,Broccoli,37.091,82,0,14.0,10
2020-10-09,Chinese Cabbage,22.965,23,0,4.0,10
2020-10-09,Eggplant (2),12.208,18,0,7.0,10
2020-10-09,Huangbaicai (2),8.337,16,0,10.0,10
2020-10-09,Luosi Pepper,8.966,29,0,12.0,10
2020-10-09,Millet Pepper,2.286,24,0,19.8,10
2020-10-09,Naibaicai,6.305000000000001,16,0,5.0,10
2020-10-09,Net Lotus Root (1),50.825,75,1,5.0,10
2020-10-09,Paopaojiao (Jingpin),29.916,91,0,9.0,10
2020-10-09,Qinggengsanhua,18.754,30,0,7.0,10
2020-10-09,Shanghaiqing,6.97,18,0,11.0,10
2020-10-09,Spinach,9.076,23,0,12.0,10
2020-10-09,Xixia Mushroom (1),8.826,43,0,19.8,10
2020-10-09,Yunnan Lettuces,15.975,39,0,10.0,10
2020-10-09,Yunnan Shengcai,12.515,38,0,11.0,10
2020-10-10,Broccoli,16.919,35,0,14.0,10
2020-10-10,Chinese Cabbage,21.611,20,0,4.0,10
2020-10-10,Eggplant (2),7.164,16,0,7.0,10
2020-10-10,Huangbaicai (2),6.023,9,0,10.0,10
2020-10-10,Luosi Pepper,5.134,16,0,12.0,10
2020-10-10,Millet Pepper,2.037,22,0,18.0,10
2020-10-10,Naibaicai,5.844,14,0,5.0,10
2020-10-10,Net Lotus Root (1),21.803,36,0,8.0,10
2020-10-10,Paopaojiao (Jingpin),34.649,91,0,9.0,10
2020-10-10,Qinggengsanhua,20.474,28,0,7.0,10
2020-10-10,Shanghaiqing,3.909,12,0,11.0,10
2020-10-10,Spinach,8.29,25,0,12.0,10
2020-10-10,Xixia Mushroom (1),21.722,87,0,19.8,10
2020-10-10,Yunnan Lettuces,14.503,36,0,10.0,10
2020-10-10,Yunnan Shengcai,19.008,59,0,11.0,10
2020-10-11,Broccoli,36.23,85,0,14.0,10
2020-10-11,Chinese Cabbage,53.964,53,0,3.0,10
2020-10-11,Eggplant (2),9.471,18,0,7.0,10
2020-10-11,Huangbaicai (2),7.657,17,0,10.0,10
2020-10-11,Luosi Pepper,6.077,19,0,12.0,10
2020-10-11,Millet Pepper,1.981,24,0,18.0,10
2020-10-11,Naibaicai,7.25,18,0,5.0,10
2020-10-11,Net Lotus Root (1),56.572,93,0,8.0,10
2020-10-11,Paopaojiao (Jingpin),47.441,127,0,10.0,10
2020-10-11,Qinggengsanhua,24.24,42,0,7.0,10
2020-10-11,Shanghaiqing,6.5600000000000005,20,0,11.0,10
2020-10-11,Spinach,26.352,64,0,12.0,10
2020-10-11,Xixia Mushroom (1),6.873,36,0,19.8,10
2020-10-11,Yunnan Lettuces,13.084,38,0,10.0,10
2020-10-11,Yunnan Shengcai,33.757,88,0,11.0,10
2020-10-12,Broccoli,13.295,29,0,14.0,10
2020-10-12,Chinese Cabbage,37.42,38,0,3.0,10
2020-10-12,Eggplant (2),7.32,15,0,8.0,10
2020-10-12,Huangbaicai (2),9.399000000000001,17,0,10.0,10
2020-10-12,Luosi Pepper,5.443,19,0,12.0,10
2020-10-12,Millet Pepper,1.738,16,0,18.0,10
2020-10-12,Net Lotus Root (1),36.496,55,1,6.0,10
2020-10-12,Paopaojiao (Jingpin),34.722,93,0,10.0,10
2020-10-12,Qinggengsanhua,21.52,40,0,7.0,10
2020-10-12,Shanghaiqing,4.131,9,0,10.0,10
2020-10-12,Spinach,22.194,67,0,10.0,10
2020-10-12,Xixia Mushroom (1),7.061,33,0,19.8,10
2020-10-12,Yunnan Lettuces,5.249,16,0,8.0,10
2020-10-12,Yunnan Shengcai,11.98,36,0,8.0,10
2020-10-13,Broccoli,17.384999999999998,43,0,14.0,10
2020-10-13,Chinese Cabbage,36.007,30,0,3.0,10
2020-10-13,Eggplant (2),7.694,17,0,7.0,10
2020-10-13,Hongshujian,3.8560000000000003,10,0,3.6,10
2020-10-13,Huangbaicai (2),6.835,12,0,10.0,10
2020-10-13,Luosi Pepper,3.807,12,0,12.0,10
2020-10-13,Millet Pepper,3.2720000000000002,26,0,18.0,10
2020-10-13,Naibaicai,7.551,21,0,5.0,10
2020-10-13,Net Lotus Root (1),49.701,85,1,6.0,10
2020-10-13,Paopaojiao (Jingpin),33.64,96,0,10.0,10
2020-10-13,Qinggengsanhua,29.936,56,0,6.0,10
2020-10-13,Shanghaiqing,4.131,11,0,9.0,10
2020-10-13,Spinach,13.862,47,1,8.0,10
2020-10-13,Xixia Mushroom (1),8.959,37,0,19.8,10
2020-10-13,Yunnan Lettuces,3.084,9,0,8.0,10
2020-10-13,Yunnan Shengcai,14.805,41,0,8.0,10
2020-10-14,Broccoli,24.161,55,0,12.0,10
2020-10-14,Chinese Cabbage,37.553,31,0,3.0,10
2020-10-14,Eggplant (2),2.809,6,0,7.0,10
2020-10-14,Huangbaicai (2),10.524,17,0,10.0,10
2020-10-14,Luosi Pepper,5.134,18,0,12.0,10
2020-10-14,Millet Pepper,2.347,23,0,18.0,10
2020-10-14,Naibaicai,8.815,18,0,5.0,10
2020-10-14,Net Lotus Root (1),46.207,65,0,8.0,10
2020-10-14,Paopaojiao (Jingpin),30.337,83,0,10.0,10
2020-10-14,Qinggengsanhua,24.098,39,0,6.0,10
2020-10-14,Shanghaiqing,3.9979999999999998,11,0,9.0,10
2020-10-14,Spinach,28.047,68,0,10.0,10
2020-10-14,Xixia Mushroom (1),13.565,53,0,19.8,10
2020-10-14,Yunnan Lettuces,8.434000000000001,22,0,8.0,10
2020-10-14,Yunnan Shengcai,29.043,72,0,8.0,10
2020-10-15,Broccoli,36.058,99,0,9.2,10
2020-10-15,Chinese Cabbage,41.682,37,0,3.0,10
2020-10-15,Eggplant (2),5.819,12,0,6.0,10
2020-10-15,Huangbaicai (2),10.709999999999999,21,0,10.0,10
2020-10-15,Luosi Pepper,2.7689999999999997,10,0,14.0,10
2020-10-15,Millet Pepper,1.738,22,0,18.0,10
2020-10-15,Naibaicai,9.483,25,0,5.0,10
2020-10-15,Net Lotus Root (1),42.162,65,1,6.0,10
2020-10-15,Paopaojiao (Jingpin),30.275,86,0,10.0,10
2020-10-15,Qinggengsanhua,23.566,43,0,6.0,10
2020-10-15,Shanghaiqing,7.27,19,0,8.0,10
2020-10-15,Spinach,9.566,30,0,10.0,10
2020-10-15,Xixia Mushroom (1),11.563,49,0,19.8,10
2020-10-15,Yunnan Lettuces,10.44,26,0,8.0,10
2020-10-15,Yunnan Shengcai,32.872,81,0,8.0,10
2020-10-16,Broccoli,44.818,112,1,9.0,10
2020-10-16,Chinese Cabbage,34.868,37,0,3.0,10
2020-10-16,Eggplant (2),9.346,20,0,6.0,10
2020-10-16,Huangbaicai (2),7.102,16,0,8.0,10
2020-10-16,Luosi Pepper,3.225,11,0,14.0,10
2020-10-16,Millet Pepper,1.2750000000000001,19,0,18.0,10
2020-10-16,Naibaicai,7.426,21,0,6.0,10
2020-10-16,Net Lotus Root (1),58.973,81,1,6.0,10
2020-10-16,Paopaojiao (Jingpin),27.473,80,0,9.0,10
2020-10-16,Qinggengsanhua,43.543,68,0,6.0,10
2020-10-16,Shanghaiqing,11.744,21,0,8.0,10
2020-10-16,Spinach,10.561,35,0,10.0,10
2020-10-16,Xixia Mushroom (1),19.951999999999998,82,0,17.6,10
2020-10-16,Yunnan Lettuces,5.627,13,0,8.0,10
2020-10-16,Yunnan Shengcai,14.604,39,0,8.0,10
2020-10-17,Broccoli,83.038,164,0,10.0,10
2020-10-17,Chinese Cabbage,56.38,41,0,3.0,10
2020-10-17,Eggplant (2),17.712,37,0,6.0,10
2020-10-17,Huangbaicai (2),5.265000000000001,9,0,9.0,10
2020-10-17,Luosi Pepper,7.088,25,0,14.0,10
2020-10-17,Millet Pepper,2.249,26,0,18.0,10
2020-10-17,Naibaicai,10.135,26,0,6.0,10
2020-10-17,Net Lotus Root (1),87.12,134,1,6.0,10
2020-10-17,Paopaojiao (Jingpin),73.228,180,0,8.0,10
2020-10-17,Qinggengsanhua,26.273,43,0,6.0,10
2020-10-17,Shanghaiqing,8.584,18,0,8.0,10
2020-10-17,Spinach,35.069,104,0,10.0,10
2020-10-17,Xixia Mushroom (1),38.144,153,0,17.6,10
2020-10-17,Yunnan Lettuces,13.774,36,0,8.0,10
2020-10-17,Yunnan Shengcai,21.671,63,0,8.0,10
2020-10-18,Broccoli,67.181,130,0,10.0,10
2020-10-18,Chinese Cabbage,43.257999999999996,34,0,3.0,10
2020-10-18,Eggplant (2),15.151,31,0,6.0,10
2020-10-18,Huangbaicai (2),14.637,30,0,8.0,10
2020-10-18,Luosi Pepper,6.453,20,0,14.0,10
2020-10-18,Millet Pepper,3.446,30,0,18.0,10
2020-10-18,Naibaicai,8.094,20,0,6.0,10
2020-10-18,Net Lotus Root (1),79.338,122,1,6.0,10
2020-10-18,Paopaojiao (Jingpin),67.262,174,0,8.0,10
2020-10-18,Qinggengsanhua,24.416,43,0,6.0,10
2020-10-18,Shanghaiqing,7.97,19,0,8.0,10
2020-10-18,Spinach,14.506,48,0,10.0,10
2020-10-18,Xixia Mushroom (1),45.805,168,0,17.6,10
2020-10-18,Yunnan Lettuces,13.911,32,0,8.0,10
2020-10-18,Yunnan Shengcai,28.461,72,0,8.0,10
2020-10-19,Broccoli,36.458,74,0,10.0,10
2020-10-19,Chinese Cabbage,38.996,33,0,3.0,10
2020-10-19,Eggplant (2),7.107,16,0,6.0,10
2020-10-19,Huangbaicai (2),7.795,14,0,8.0,10
2020-10-19,Luosi Pepper,2.911,9,0,14.0,10
2020-10-19,Millet Pepper,0.7070000000000001,11,0,19.8,10
2020-10-19,Naibaicai,6.471,16,0,6.0,10
2020-10-19,Net Lotus Root (1),40.6,62,1,6.0,10
2020-10-19,Paopaojiao (Jingpin),41.3,117,0,8.0,10
2020-10-19,Qinggengsanhua,20.954,40,0,6.0,10
2020-10-19,Shanghaiqing,6.179,13,0,8.0,10
2020-10-19,Spinach,9.03,25,0,10.0,10
2020-10-19,Xixia Mushroom (1),10.913,49,0,19.8,10
2020-10-19,Yunnan Lettuces,4.287,12,0,8.0,10
2020-10-19,Yunnan Shengcai,10.443,31,0,8.0,10
2020-10-20,Broccoli,14.263,30,0,10.0,10
2020-10-20,Chinese Cabbage,26.41,28,0,3.0,10
2020-10-20,Eggplant (2),8.296,18,0,6.0,10
2020-10-20,Huangbaicai (2),0.835,2,0,12.0,10
2020-10-20,Luosi Pepper,3.892,15,0,14.0,10
2020-10-20,Millet Pepper,2.183,16,0,19.8,10
2020-10-20,Naibaicai,6.338,14,0,6.0,10
2020-10-20,Net Lotus Root (1),49.434,75,1,6.0,10
2020-10-20,Paopaojiao (Jingpin),33.924,92,0,8.0,10
2020-10-20,Qinggengsanhua,16.636,33,0,7.0,10
2020-10-20,Shanghaiqing,9.624,17,0,8.0,10
2020-10-20,Spinach,7.509,21,0,10.0,10
2020-10-20,Xixia Mushroom (1),9.234,40,0,19.8,10
2020-10-20,Yunnan Lettuces,3.058,9,0,8.0,10
2020-10-20,Yunnan Shengcai,20.583,50,0,10.0,10
2020-10-21,Broccoli,24.362000000000002,49,0,10.0,10
2020-10-21,Chinese Cabbage,34.612,43,0,2.6,10
2020-10-21,Eggplant (2),6.348,14,0,7.0,10
2020-10-21,Huangbaicai (2),4.758,7,0,12.0,10
2020-10-21,Luosi Pepper,5.523,19,0,14.0,10
2020-10-21,Millet Pepper,2.82,25,0,23.8,10
2020-10-21,Naibaicai,4.531,10,0,6.0,10
2020-10-21,Net Lotus Root (1),21.201,30,1,6.0,10
2020-10-21,Paopaojiao (Jingpin),32.629,82,0,7.6,10
2020-10-21,Qinggengsanhua,16.192999999999998,31,0,7.0,10
2020-10-21,Shanghaiqing,6.755,15,0,8.0,10
2020-10-21,Spinach,10.871,38,0,10.0,10
2020-10-21,Xixia Mushroom (1),11.996,49,0,19.8,10
2020-10-21,Yunnan Lettuces,6.116,16,0,8.0,10
2020-10-21,Yunnan Shengcai,17.138,41,0,10.0,10
2020-10-22,Broccoli,13.3,27,0,10.0,10
2020-10-22,Chinese Cabbage,26.394,32,0,2.6,10
2020-10-22,Eggplant (2),9.2,17,0,7.0,10
2020-10-22,Huangbaicai (2),0.651,1,0,12.0,10
2020-10-22,Luosi Pepper,3.363,13,0,14.0,10
2020-10-22,Millet Pepper,1.538,12,0,27.8,10
2020-10-22,Naibaicai,4.6850000000000005,9,0,6.0,10
2020-10-22,Net Lotus Root (1),35.917,54,1,6.0,10
2020-10-22,Paopaojiao (Jingpin),34.872,97,0,7.6,10
2020-10-22,Qinggengsanhua,12.866,21,0,7.0,10
2020-10-22,Shanghaiqing,7.295,15,0,8.0,10
2020-10-22,Spinach,9.727,30,0,8.0,10
2020-10-22,Xixia Mushroom (1),34.885,125,0,16.0,10
2020-10-22,Yunnan Lettuces,3.145,10,0,8.0,10
2020-10-22,Yunnan Shengcai,18.891000000000002,44,0,10.0,10
2020-10-23,Broccoli,13.635,28,0,11.0,10
2020-10-23,Chinese Cabbage,74.05,66,0,2.0,10
2020-10-23,Eggplant (2),8.964,20,0,6.0,10
2020-10-23,Huangbaicai (2),3.423,8,0,12.0,10
2020-10-23,Luosi Pepper,2.898,9,0,14.0,10
2020-10-23,Millet Pepper,1.77,19,0,29.8,10
2020-10-23,Naibaicai,8.078,20,0,6.0,10
2020-10-23,Net Lotus Root (1),30.567,42,1,6.0,10
2020-10-23,Paopaojiao (Jingpin),30.083000000000002,87,0,7.6,10
2020-10-23,Qinggengsanhua,10.219,22,0,7.0,10
2020-10-23,Shanghaiqing,5.361,11,0,7.0,10
2020-10-23,Spinach,9.315,31,0,8.0,10
2020-10-23,Xixia Mushroom (1),35.652,141,0,16.0,10
2020-10-23,Yunnan Lettuces,10.489,25,0,8.0,10
2020-10-23,Yunnan Shengcai,12.69,39,0,10.0,10
2020-10-24,Broccoli,15.137,34,0,11.0,10
2020-10-24,Chinese Cabbage,73.495,67,0,2.0,10
2020-10-24,Eggplant (2),8.931000000000001,17,0,6.0,10
2020-10-24,Huangbaicai (2),2.046,4,0,12.0,10
2020-10-24,Luosi Pepper,3.5469999999999997,12,0,14.0,10
2020-10-24,Millet Pepper,2.327,28,0,29.8,10
2020-10-24,Naibaicai,8.278,25,0,6.0,10
2020-10-24,Net Lotus Root (1),67.932,98,1,6.0,10
2020-10-24,Paopaojiao (Jingpin),55.191,144,0,7.6,10
2020-10-24,Qinggengsanhua,15.976,30,0,7.0,10
2020-10-24,Shanghaiqing,8.385,19,0,7.0,10
2020-10-24,Spinach,31.296,86,0,8.0,10
2020-10-24,Xixia Mushroom (1),21.246,93,0,18.0,10
2020-10-24,Yunnan Lettuces,12.748000000000001,33,0,8.0,10
2020-10-24,Yunnan Shengcai,23.833000000000002,64,0,10.0,10
2020-10-25,Broccoli,20.423,40,0,11.0,10
2020-10-25,Chinese Cabbage,54.702,54,0,2.0,10
2020-10-25,Eggplant (2),15.656,28,0,6.0,10
2020-10-25,Huangbaicai (2),2.5380000000000003,3,0,12.0,10
2020-10-25,Luosi Pepper,6.138,20,0,14.0,10
2020-10-25,Millet Pepper,2.206,25,0,29.8,10
2020-10-25,Naibaicai,6.94,17,0,6.0,10
2020-10-25,Net Lotus Root (1),71.16,108,1,6.0,10
2020-10-25,Paopaojiao (Jingpin),49.46,135,0,8.0,10
2020-10-25,Qinggengsanhua,22.691,39,0,7.0,10
2020-10-25,Shanghaiqing,6.103,16,0,7.0,10
2020-10-25,Spinach,37.713,108,0,8.0,10
2020-10-25,Xixia Mushroom (1),19.511,83,0,18.0,10
2020-10-25,Yunnan Lettuces,11.919,31,0,8.0,10
2020-10-25,Yunnan Shengcai,27.242,71,0,10.0,10
2020-10-26,Broccoli,14.19,29,0,11.0,10
2020-10-26,Chinese Cabbage,43.492,37,0,2.0,10
2020-10-26,Eggplant (2),6.439,13,0,6.0,10
2020-10-26,Huangbaicai (2),1.394,3,0,10.0,10
2020-10-26,Luosi Pepper,0.673,2,0,14.0,10
2020-10-26,Millet Pepper,1.446,12,0,29.8,10
2020-10-26,Naibaicai,6.589,16,0,6.0,10
2020-10-26,Net Lotus Root (1),20.666,33,0,8.0,10
2020-10-26,Paopaojiao (Jingpin),35.029,95,0,8.0,10
2020-10-26,Qinggengsanhua,8.181,15,0,7.0,10
2020-10-26,Shanghaiqing,5.352,12,0,6.0,10
2020-10-26,Spinach,6.368,19,0,8.0,10
2020-10-26,Xixia Mushroom (1),12.406,53,0,18.0,10
2020-10-26,Yunnan Lettuces,7.232,17,0,8.0,10
2020-10-26,Yunnan Shengcai,15.336,48,0,10.0,10
2020-10-27,Broccoli,21.929,46,0,10.0,10
2020-10-27,Chinese Cabbage,59.504,45,0,2.0,10
2020-10-27,Eggplant (2),4.24,7,0,7.0,10
2020-10-27,Huangbaicai (2),2.495,3,0,10.0,10
2020-10-27,Luosi Pepper,3.6959999999999997,14,0,14.0,10
2020-10-27,Millet Pepper,1.158,13,0,29.8,10
2020-10-27,Naibaicai,7.71,16,0,6.0,10
2020-10-27,Net Lotus Root (1),21.273,34,1,6.0,10
2020-10-27,Paopaojiao (Jingpin),32.58,91,0,8.0,10
2020-10-27,Qinggengsanhua,1.376,3,0,7.0,10
2020-10-27,Shanghaiqing,4.147,10,0,6.0,10
2020-10-27,Spinach,8.782,28,0,6.0,10
2020-10-27,Xixia Mushroom (1),11.326,49,0,18.0,10
2020-10-27,Yunnan Lettuces,13.111,33,0,8.0,10
2020-10-27,Yunnan Shengcai,16.552,50,0,10.0,10
2020-10-28,Broccoli,15.998,35,0,10.0,10
2020-10-28,Chinese Cabbage,52.582,48,0,2.0,10
2020-10-28,Eggplant (2),3.3970000000000002,7,0,7.0,10
2020-10-28,Huangbaicai (2),2.345,4,0,10.0,10
2020-10-28,Luosi Pepper,2.4210000000000003,9,0,16.0,10
2020-10-28,Millet Pepper,2.1310000000000002,19,0,29.8,10
2020-10-28,Naibaicai,5.084,16,0,6.0,10
2020-10-28,Net Lotus Root (1),32.418,53,1,6.0,10
2020-10-28,Paopaojiao (Jingpin),38.087,99,0,8.0,10
2020-10-28,Qinggengsanhua,14.299,23,0,8.0,10
2020-10-28,Shanghaiqing,4.665,10,0,6.0,10
2020-10-28,Spinach,17.557,44,0,7.0,10
2020-10-28,Xixia Mushroom (1),13.792,48,0,18.0,10
2020-10-28,Yunnan Lettuces,4.524,10,0,8.0,10
2020-10-28,Yunnan Shengcai,9.121,31,0,10.0,10
2020-10-29,Broccoli,13.9,27,0,9.2,10
2020-10-29,Chinese Cabbage,34.397,31,0,2.0,10
2020-10-29,Eggplant (2),7.767,12,0,7.0,10
2020-10-29,Huangbaicai (2),2.396,5,0,10.0,10
2020-10-29,Luosi Pepper,2.909,11,0,16.0,10
2020-10-29,Millet Pepper,1.054,15,0,29.8,10
2020-10-29,Naibaicai,7.124,19,0,6.0,10
2020-10-29,Net Lotus Root (1),15.828,25,0,8.0,10
2020-10-29,Paopaojiao (Jingpin),40.293,103,0,8.0,10
2020-10-29,Qinggengsanhua,11.002,17,0,8.0,10
2020-10-29,Shanghaiqing,2.8939999999999997,7,0,6.0,10
2020-10-29,Spinach,13.478,44,0,8.0,10
2020-10-29,Xixia Mushroom (1),12.781,52,0,18.0,10
2020-10-29,Yunnan Lettuces,3.12,7,0,8.0,10
2020-10-29,Yunnan Shengcai,14.62,39,0,10.0,10
2020-10-30,Broccoli,18.452,38,0,9.2,10
2020-10-30,Chinese Cabbage,45.71,34,0,2.0,10
2020-10-30,Eggplant (2),2.675,8,0,6.0,10
2020-10-30,Huangbaicai (2),0.792,1,0,10.0,10
2020-10-30,Luosi Pepper,2.179,7,0,16.0,10
2020-10-30,Millet Pepper,2.112,24,0,29.8,10
2020-10-30,Naibaicai,2.425,6,0,6.0,10
2020-10-30,Net Lotus Root (1),18.769000000000002,34,1,6.0,10
2020-10-30,Paopaojiao (Jingpin),34.5,90,0,8.0,10
2020-10-30,Qinggengsanhua,10.487,20,0,7.0,10
2020-10-30,Shanghaiqing,4.465,12,0,6.0,10
2020-10-30,Spinach,3.823,12,0,8.0,10
2020-10-30,Xixia Mushroom (1),17.127,78,0,18.0,10
2020-10-30,Yunnan Lettuces,4.95,13,0,8.0,10
2020-10-30,Yunnan Shengcai,13.231,38,0,10.0,10
2020-10-31,Broccoli,60.735,122,0,9.2,10
2020-10-31,Chinese Cabbage,63.291,59,0,2.0,10
2020-10-31,Eggplant (2),8.794,18,0,6.0,10
2020-10-31,Huangbaicai (2),5.292,13,0,10.0,10
2020-10-31,Luosi Pepper,7.411,22,0,16.0,10
2020-10-31,Millet Pepper,2.454,26,0,29.8,10
2020-10-31,Naibaicai,10.386,25,0,6.0,10
2020-10-31,Net Lotus Root (1),79.265,111,1,6.0,10
2020-10-31,Paopaojiao (Jingpin),57.773,147,0,8.0,10
2020-10-31,Qinggengsanhua,21.966,44,0,7.0,10
2020-10-31,Shanghaiqing,7.265,16,0,7.0,10
2020-10-31,Spinach,10.141,27,0,8.0,10
2020-10-31,Xixia Mushroom (1),39.348,157,0,18.0,10
2020-10-31,Yunnan Lettuces,37.496,86,0,6.0,10
2020-10-31,Yunnan Shengcai,24.305,66,0,10.0,10
2020-11-01,Broccoli,53.91,96,0,9.6,11
2020-11-01,Chinese Cabbage,60.06,62,0,2.0,11
2020-11-01,Eggplant (2),4.714,13,0,6.6,11
2020-11-01,Huangbaicai (2),4.572,10,0,10.0,11
2020-11-01,Luosi Pepper,3.7609999999999997,11,0,16.0,11
2020-11-01,Millet Pepper,2.694,26,0,29.8,11
2020-11-01,Naibaicai,9.145,24,0,6.0,11
2020-11-01,Net Lotus Root (1),71.332,105,1,6.0,11
2020-11-01,Paopaojiao (Jingpin),55.845,137,0,7.0,11
2020-11-01,Qinggengsanhua,15.152000000000001,26,0,6.0,11
2020-11-01,Shanghaiqing,3.383,11,0,7.0,11
2020-11-01,Spinach,8.901,29,0,8.0,11
2020-11-01,Xixia Mushroom (1),36.332,129,0,18.0,11
2020-11-01,Yunnan Lettuces,28.835,59,0,6.0,11
2020-11-01,Yunnan Shengcai,13.43,36,0,10.0,11
2020-11-02,Broccoli,20.803,44,0,9.6,11
2020-11-02,Chinese Cabbage,50.463,50,0,2.0,11
2020-11-02,Eggplant (2),2.924,7,0,7.0,11
2020-11-02,Huangbaicai (2),1.373,3,0,10.0,11
2020-11-02,Luosi Pepper,5.139,17,0,16.0,11
2020-11-02,Millet Pepper,2.064,18,0,33.8,11
2020-11-02,Naibaicai,15.039,33,0,5.0,11
2020-11-02,Net Lotus Root (1),15.053,25,0,8.0,11
2020-11-02,Paopaojiao (Jingpin),35.978,95,0,7.0,11
2020-11-02,Qinggengsanhua,11.923,18,0,6.0,11
2020-11-02,Shanghaiqing,5.903,12,0,7.0,11
2020-11-02,Spinach,9.084,25,1,6.0,11
2020-11-02,Xixia Mushroom (1),14.778,56,0,19.8,11
2020-11-02,Yunnan Lettuces,4.249,12,0,6.0,11
2020-11-02,Yunnan Shengcai,11.262,26,0,10.0,11
2020-11-03,Broccoli,40.187,86,0,9.2,11
2020-11-03,Chinese Cabbage,38.391,42,0,2.0,11
2020-11-03,Eggplant (2),4.7,13,0,7.0,11
2020-11-03,Huangbaicai (2),1.343,3,0,10.0,11
2020-11-03,Luosi Pepper,2.572,8,0,16.0,11
2020-11-03,Millet Pepper,1.725,15,0,33.8,11
2020-11-03,Naibaicai,9.566,20,1,4.0,11
2020-11-03,Net Lotus Root (1),15.727,29,1,6.0,11
2020-11-03,Paopaojiao (Jingpin),55.675,127,0,6.0,11
2020-11-03,Qinggengsanhua,11.758,20,0,6.0,11
2020-11-03,Shanghaiqing,5.229,12,0,7.0,11
2020-11-03,Spinach,14.295,41,0,6.0,11
2020-11-03,Xixia Mushroom (1),11.695,49,0,19.8,11
2020-11-03,Yunnan Lettuces,3.998,7,0,7.0,11
2020-11-03,Yunnan Shengcai,4.832,17,0,10.0,11
2020-11-04,Broccoli,52.705,99,0,7.6,11
2020-11-04,Chinese Cabbage,47.332,50,0,2.0,11
2020-11-04,Eggplant (2),5.776,13,0,7.0,11
2020-11-04,Huangbaicai (2),0.882,2,0,10.0,11
2020-11-04,Luosi Pepper,2.936,8,0,16.0,11
2020-11-04,Millet Pepper,2.084,20,0,33.8,11
2020-11-04,Naibaicai,4.256,12,0,5.0,11
2020-11-04,Net Lotus Root (1),18.183,32,0,8.0,11
2020-11-04,Paopaojiao (Jingpin),48.883,116,0,6.0,11
2020-11-04,Qinggengsanhua,14.822,31,0,5.0,11
2020-11-04,Shanghaiqing,4.042,8,0,7.0,11
2020-11-04,Spinach,3.433,10,0,8.0,11
2020-11-04,Xixia Mushroom (1),10.114,44,0,18.0,11
2020-11-04,Yunnan Lettuces,9.186,20,0,7.0,11
2020-11-04,Yunnan Shengcai,9.032,29,0,10.0,11
2020-11-05,Broccoli,43.779,81,0,7.6,11
2020-11-05,Chinese Cabbage,39.855,46,0,2.0,11
2020-11-05,Eggplant (2),5.301,15,0,7.0,11
2020-11-05,Huangbaicai (2),1.444,3,0,10.0,11
2020-11-05,Luosi Pepper,2.635,7,0,16.0,11
2020-11-05,Millet Pepper,1.6380000000000001,13,0,33.8,11
2020-11-05,Naibaicai,12.952,31,0,5.0,11
2020-11-05,Net Lotus Root (1),8.347,14,0,8.0,11
2020-11-05,Paopaojiao (Jingpin),31.747,81,0,7.0,11
2020-11-05,Qinggengsanhua,13.575,24,0,5.0,11
2020-11-05,Shanghaiqing,2.966,6,0,7.0,11
2020-11-05,Spinach,6.679,19,0,8.0,11
2020-11-05,Xixia Mushroom (1),13.285,58,0,18.0,11
2020-11-05,Yunnan Lettuces,5.072,13,0,7.0,11
2020-11-05,Yunnan Shengcai,15.806000000000001,35,0,10.0,11
2020-11-06,Broccoli,21.562,43,0,7.6,11
2020-11-06,Chinese Cabbage,42.533,48,0,2.0,11
2020-11-06,Eggplant (2),3.9459999999999997,10,0,6.0,11
2020-11-06,Huangbaicai (2),1.524,5,0,10.0,11
2020-11-06,Luosi Pepper,1.6789999999999998,7,0,16.0,11
2020-11-06,Millet Pepper,1.512,15,0,33.8,11
2020-11-06,Naibaicai,2.412,4,0,4.0,11
2020-11-06,Net Lotus Root (1),13.443,26,1,6.0,11
2020-11-06,Paopaojiao (Jingpin),37.498,95,0,7.0,11
2020-11-06,Qinggengsanhua,73.574,126,0,4.0,11
2020-11-06,Shanghaiqing,1.591,4,0,7.0,11
2020-11-06,Spinach,13.613,35,0,8.0,11
2020-11-06,Xixia Mushroom (1),12.051,49,0,18.0,11
2020-11-06,Yunnan Lettuces,6.506,19,0,7.0,11
2020-11-06,Yunnan Shengcai,7.115,17,0,10.0,11
2020-11-07,Broccoli,60.544,124,0,7.6,11
2020-11-07,Chinese Cabbage,44.248,50,0,2.0,11
2020-11-07,Eggplant (2),5.335,13,0,6.0,11
2020-11-07,Huangbaicai (2),3.528,6,0,6.0,11
2020-11-07,Luosi Pepper,6.077,23,0,16.0,11
2020-11-07,Millet Pepper,2.665,30,0,33.8,11
2020-11-07,Naibaicai,4.359,10,0,3.6,11
2020-11-07,Net Lotus Root (1),71.413,98,1,6.0,11
2020-11-07,Paopaojiao (Jingpin),44.808,115,0,7.0,11
2020-11-07,Qinggengsanhua,60.909,114,0,4.0,11
2020-11-07,Shanghaiqing,14.518,23,0,7.0,11
2020-11-07,Spinach,8.924,27,0,8.0,11
